,출원인,출원일,출원번호,astrtCont,bigDrawing,drawing,indexNo,발명명칭,IPC분류,openDate,openNumber,공개일,publicationNumber,등록일,registerNumber,등록상태,검색 키워드
623,충남대학교산학협력단,20221230,1020220191152,"본 발명은 목표 추적을 위한 딥 러닝/머신 러닝으로 알파 베타 필터 알고리즘 성능 향상 시스템에 관한 것으로써, 레이더 시스템의 일부 데이터, 비행기 추적 데이터 또는 선박 추적 데이터의 도움으로 목표 추적을 위한 딥 러닝/머신 러닝으로 알파 베타 필터 알고리즘 성능 향상 시스템에 관한 것이다. 본 발명은, 훈련과 테스트 샘플의 다른 조합을 취한 다음 입력 데이터 샘플로 출력 결과를 검증하여 과거 데이터에 대해 훈련하는 피드포워드 인공신경망(FF-ANN) 및 입력되는 매개 변수를 알파 베타 필터로 조정하고 센서 판독치의 추정 오류를 해결하는 알파베타 필터를 포함하여 예측 정확도가 크게 향상되었으며 RMSE 및 MAE 측면에서 오류가 감소하는 효과가 있다. 이에 제안된 방법을 적용하면 오류율이 크게 감소할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c938826990045ec5c6d3f157225867559b2e91e6d7f43ebca9e4827d4fda266141c48582d2e9e206e981f086039bd812a07e91a20bf94169579,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf66b532a156c4392b4b70f234fc58dad6ed382c1d8afe02f0f0612305bb2fa550210595440a9526aad1de2f9ec9a94bbc4894f90f79309785,24,목표 추적을 위한 딥 러닝/머신 러닝으로 알파 베타 필터 알고리즘 성능 향상 시스템 및 방법,G06N 3/08|G06N 3/0499|G06N 20/00,20240709,1020240107993,,,,,공개,알고리즘
624,주식회사 더푸드시스템,20230310,1020230031499,"본 발명은 심층신경망 기반 재고 예측 알고리즘을 이용한 적정 재고 유지 시스템에 관한 것으로, 더욱 구체적으로는 상품 정보, 재고 정보 및 주문 정보가 저장된 관리 서버를 비롯하여 이벤트 기반의 수요량, 상품 특성 기반의 수요량 및 재고 흐름을 예측할 수 있는 심층심경망 모델을 연계하여 재고 부족시 자동으로 발주할 수 있도록(뒷면에 계속)",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93cfee614daddf93245bfed8e41b1c0c354c22f43c47b844274de5dbaecf4ecb7e9069d0ddc01691e4ef7c7279f17bc62b5af1599f60618280,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf4cefca99ddc9543e93b56d4bf68feeaee98f5eb70d9efc5b59936699097c076d29213737cf908cb6c0d11c874682d4f839288e1ba3d18ec3,25,재고 예측 알고리즘을 이용한 적정 재고 유지 시스템,G06Q 10/08|G06Q 10/06,20240920,1020240138146,,,,,거절,알고리즘
625,인텔 코포레이션,20150814,1020177003127,"프로세서는 SM3 2 라운드 상태 워드 업데이트 명령어를 디코딩하기 위한 디코드 유닛을 포함한다. 명령어는 하나 이상의 소스 패킹 데이터 피연산자를 나타낸다. 소스 패킹 데이터 피연산자(들)는 SM3 해시 알고리즘의 라운드 (j)에 대응할 8개의 32비트 상태 워드 A  j  , B  j  , C  j  , D  j  , E  j  , F  j  , G  j  , 및 H  j  를 갖는 것이다. 소스 패킹 데이터 피연산자(들)는 또한 SM3 해시 알고리즘의 2회의 라운드를 평가하기에 충분한 메시지들의 세트를 가질 것이다. 디코드 유닛에 결합된 실행 유닛은 명령어에 응답하여, 하나 이상의 목적지 저장 위치에, 하나 이상의 결과 패킹 데이터 피연산자를 저장하도록 동작가능하다. 결과 패킹 데이터 피연산자(들)는 SM3 해시 알고리즘의 라운드 (j+2)에 대응할 최소 4개의 2-라운드 업데이트된 32비트 상태 워드 A  j+2  , B  j+2  , E  j+2  , 및 F  j+2  를 가질 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00fa7561e36f2ffa6cb0f47fe13c16be2b5f8eac898e3b33a2a040d1c798b7aebd2c42260484e8fcf92c809951167137d235adeac18048b455,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfb733173699d8658618e7c6469a7fea44bfad1070be7d1158c725921c2c34e193e70c6ad801d6184012bab76a3066adfaf7e4d8ceb0c9c11a,26,"SM3 해시 알고리즘 가속 프로세서, 방법, 시스템 및 명령어",G06F 21/72|G06F 9/30,20170317,1020170030557,20190814,,20190808,1020109020000,등록,알고리즘
626,충남대학교산학협력단,20191204,1020190159558,"본 발명은 농작업용 트랙터에 관한 것으로, 경사보정이 가능한 높이센싱 알고리즘을 구비한 자율주행 트랙터가 제공된다. 본 발명에 따르면, 트랙터는 트랙터의 전방에 설치되는 스테레오 카메라, 트랙터의 무게 중심에 설치되어 트랙터의 기울기값을 측정하는 자세측정 센서, 트랙터의 자율주행을 위한 자율주행용 제어부를 구비하고, 스테레오 카메라는 트랙터의 자율주행시 전방의 물체를 스테레오방식으로 촬영하도록 구성되고, 자세측정 센서는 트랙터의 pitch, yaw, roll 값을 측정하도록 구성되고, 자율주행용 제어부는 상기 스테레오 카메라로부터 입력되는 적어도 2개의 스테레오 영상에 기반하여 전방 물체의 높이를 계산하도록 구성되고, 자율주행용 제어부는 측정된 트랙터의 pitch, yaw, roll 값을 이용하여 전방 물체의 높이를 보정하도록 구성되고, 자율주행용 제어부는, 상기 계산된 전방 물체의 높이에 기반하여 트랙터의 차고의 높이를 승강하거나, 자율주행을 계속 진행할 것인지 또는 자율주행을 정지할 것인지를 판단하도록 구성된다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00e2d726def64c81a4a0ea01d82cb6460f0af322de20fdd1d67eac90687a94b27f00402a492ac52eb27d0cb1838b28276bebce72499d1d717b,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf506f421618d2158ff34c3c4920bfd6c3bed0ce56001b0a10d32fa2b0d932aa05441a8d2f24e06681ecec697995edc5cc6846749a3808e8c3,27,높이 보정이 가능한 높이 센싱 알고리즘을 구비한 자율주행 트랙터,G05D 1/20|G06T 7/593|H04N 13/204|G05D 1/00|A01B 69/04,,,20200706,,20200629,1021297380000,등록,알고리즘
627,주식회사 애자일소다,20210716,1020210093757,딥러닝 알고리즘을 이용한 정형 데이터 처리 장치 및 방법을 개시한다. 본 발명은 테이블 형태의 정형 데이터를 범주형 변수와 특정 변수의 결측값 변환 없이 이미지 형태의 데이터로 변환하여 입력 데이터를 생성할 수 있다.,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c936da869f18b573a0603e46b9d0d80daa5a97c9a6c42fcac37882ba0eacd14c321127c9229626c0bd6e8c367f1d4e4f6420fa6060ca5a2888e,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cff50a10e941c21ff4ee5443ec2cd816792bbb319f65f215e9e259272c94e978e42b50e5c7435544ef2a687df2a9ec49893c7c4c42398b3c1e,28,딥러닝 알고리즘을 이용한 정형 데이터 처리 장치 및 방법,G06V 30/414|G06N 3/08|G06N 3/04|G06T 7/11|G06F 40/151|G06V 10/44,,,20211224,,20211220,1023425800000,등록,알고리즘
628,동아대학교 산학협력단,20240123,1020240010151,"본 발명은 자동차용 알고리즘 기반 예측형 창문 청소 시스템에 관한 것으로, 보다 상세하게는 차량 창문의 오염이 감지되면 주변 환경에 맞춰 자동으로 차량의 창문을 청소할 수 있는 자동차용 알고리즘 기반 예측형 창문 청소 시스템에 관한 것이다.  본 발명의 실시 예에 따르면, 날씨, 주변 환경 및 차량 오염도를 감지하여 사용자가 원하는 조건에 맞춰 차량의 창문을 청소하는 자동차용 알고리즘 기반 예측형 창문 청소 시스템에 있어서, 차량의 상부에 하나 이상 구비되는 몸체; 상기 몸체의 정면 일측에 구비되어 날씨 및 주변 환경을 측정하는 모니터링 센서; 상기 몸체의 측면에 구비되어 차량의 오염도 및 거리를 측정하는 광학 초음파 센서; 상기 몸체의 하부에 구비되어 UV-C 조명을 조사하는 UV라이트; 상기 몸체의 하부에 구비되어 고압수를 분사하는 고압수 분사부; 상기 몸체의 일측에 구비되며, 상기 몸체를 상기 차량의 창문측으로 이동시키는 로봇팔; 및 상기 모니터링 센서 및 광학 초음파 센서를 통해 측정된 데이터값에 따라 상기 로봇팔의 움직임을 제어하는 제어부;를 포함하고, 상기 모니터링 센서에서 날씨 및 주변 환경을 측정하고, 상기 광학 초음파 센서에서 차량의 오염도 및 거리를 측정하며, 측정된 데이터에 맞춰 로봇팔이 움직여 차량의 창문을 청소하는 것을 특징으로 하는, 자동차용 알고리즘 기반 예측형 창문 청소...(이하생략)",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93e551744fcad1b183da6d83200a3d33678e3226855802f9b03b22b04a6218bf14f241e94444fb7854a6802c0586da5400c33d3c1b9a032d9b,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf5d70042457c04dabe5ebce9341f57cbe9bb1a6d6107a0deafe311e070f0e5afa9120bc18e0864f53d3d67f9ab99adf21c9f5a6715f1dca7d,29,자동차용 알고리즘 기반 예측형 창문 청소 시스템,B60S 1/08|B60S 1/52|A61L 2/10|G01W 1/00|G01N 21/94|G01B 11/02|B25J 11/00|B25J 13/08|B25J 9/16|B25J 19/02,20250730,1020250115120,,,,,공개,알고리즘
629,호서대학교 산학협력단,20240123,1020240010413,"인공지능 기반 손동작 인식 알고리즘을 적용한 증강현실 기타 연주 시스템이 개시된다. 사용자의 손 움직임 영상을 생성하는 영상 생성부; 기 학습된 인공지능 알고리즘을 통해 상기 손 움직임 영상으로부터 상기 사용자의 오른손가락의 움직임과 왼손가락의 움직임을 추출하는 손가락 움직임 추출부; 및 상기 왼손가락의 움직임을 증강 현실 속 아바타가 기타의 코드를 잡는 손동작으로 매핑하고, 상기 오른손가락의 움직임을 상기 아바타가 상기 기타의 줄을 치는 손동작으로 매핑하는 증강현실 구현부를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93e551744fcad1b183da6d83200a3d33678e3226855802f9b0e3e67c173f8d395be71b445a594408ed7c3dfc5ab69d560dbcd64e4ba693951d,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf5d70042457c04dabe5ebce9341f57cbe9bb1a6d6107a0deaf42f2e52b8dbf8dbb3c90d5ede4cb43c4c6b623f3a24ac326f5da0d3cca73860,30,인공지능 기반 손동작 인식 알고리즘을 적용한 증강현실 기타 연주 시스템,G06T 19/00|G06T 13/40|G06V 40/20|G10H 3/18|G06N 3/08,20250730,1020250115225,,,,,공개,알고리즘
630,동서대학교 산학협력단|주식회사 골드브릿지,20221128,1020220161483,"본 발명은 CNN기반 이미지 검색 알고리즘을 이용한 챗봇 시스템에 관한 것으로, 보다 상세하게는, 판매중인 상품의 정보가 저장되는 상품DB, 상기 상품DB에 저장된 상품에 대해 고객이 자주묻는 질문 FAQ에 대한 답변이 생성될 수 있도록 하는 FAQ판별모듈, 상기 FAQ판별모듈에 의해 답변이 이루어지지 않은 질문에 대한 답변이 생성될 수 있도록 하는 질의판별모듈 및, 상기 고객이 업로드한 이미지로부터 대응되는 상품의 정보를 파악하는 이미지검색모듈을 포함한다. 그리고, 상기 이미지검색모듈은, 상기 업로드된 이미지의 피처맵을 추출하고, 상기 상품DB에 저장된 상품 중에서 상기 피처맵의 피처벡터와 벡터 유사도가 높은 상품이 도출될 수 있도록 하는 것을 특징으로 한다.  또한, 본 발명에 따르면, 쇼핑몰 웹 사이트상에서 고객의 질의에 따른 자동응답이 이루어질 수 있도록 하고, 고객이 첨부한 이미지로부터 객체를 인식하여 해당되는 상품을 검색하여 그에 따른 상담이 진행될 수 있도록 하는 효과가 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93eafb8eff8135fd6a09fa962b9fb91c773d26f2423e1841b0c5dfaf4e56b338140372aedc925f0a1596a8400dde09ec14fc40f116d76e6992,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf10a74ba89bb6f6121e4a13175035888584660e7d1f78c2949c415ee12080b43d4f2ec3e7822d46f702f65c27d42ff9ceeab2bda390cd4a65,31,CNN기반 이미지 검색 알고리즘을 이용한 챗봇 시스템,G06Q 30/02|H04L 51/02|G06Q 30/0601|G06F 40/20|G06F 16/58|G06F 16/332|G06F 16/33|G06V 10/82|G06N 3/08|G06N 3/0464,20240604,1020240078862,,,,,거절,알고리즘
631,한화오션 주식회사,20220930,1020220125678,"본 발명은, 선체건조용 부재의 부재정보를 기하 구조정보로 변환하여 단순화하는, 형상 단순화 단계(S110), 미리학습된 딥러닝 기반 부재분류 알고리즘을 통해, 기하 구조정보를 입력하고 대표 부재 형상 기준으로 특정개수의 부재집합으로 분류하여 그룹핑하는 부재분류정보를 출력하는, 클러스터링 단계(S120), 기하 구조정보와 부재분류정보를 통해 부재간 유사도를 산출하는, 유사도 산출 단계(S130), 및 특정 유사도 이상의 유사형상의 부재를 페어링하는, 부재 페어링 단계(S140)를 포함하여서, 딥러닝에 기반하여, 선체부재의 기하 구조정보를 학습하여 부재 형상 인식 정확도를 개선하여 부재를 효율적으로 분류하고 배치할 수 있는, 지오미트리기반 조선 선체부재 네스팅 알고리즘을 개시한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c938b5340e96337e056f196071421b695e937d1167ed97dfb470839d9efc7eded0581ad3d4c4c6e8fadcf98285bb074076b6798c612a3b635ff,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf0b3e12f88ad972e9f605e7dfa8c20fc7c3177bcd6006a3f88cbd05703bc280eb5e3340bb5381f70bdec2c33a66a81d5e91332ad8299ca7d7,32,"지오미트리기반 조선 선체부재 네스팅 알고리즘 및 동 방법을 컴퓨터에서 실행하기 위한 컴퓨터 프로그램이 기록된, 컴퓨터 판독가능한 기록매체",G06F 30/15|G06F 30/27|G06N 3/0464|G06N 3/08|G06V 10/764|G06V 10/82|G06F 113/28|G06F 111/06,20240408,1020240045847,,,,,공개,알고리즘
632,동명대학교산학협력단,20181130,1020180152765,"본 발명은 필요 무효전력 평가방식을 이용한 하이브리드 STATCOM의 통합적 제어 알고리즘에 관한 것으로,STATCOM에서 무효전력의 출력을 변동시키는 제1단계와 상기 무효전력의 측정전압이 최대전압과 최소 전압의 사이에 있는지 여부를 확인하는 제2단계와 상기 측정전압이 최대전압과 최대전압 사이에 있지 않으면 STATCOM 출력전류가 block 시간 동안 유지되는지 여부를 확인하는 제3단계와 상기 STATCOM 출력전류가 block 시간 동안 유지되면, MSCs의 최대치와 STATCOM의 최대치의 합이 필요 무효전력(Q)보다 같거나 높은지 여부를 확인하는 제4단계와 상기 MCSs의 최대치와 STATCOM의 최대치의 합이 필요 무효전력(Q)보다 크거나 같으면 필요 무효전력에서 모든 필요 MCS의 합을 빼는 제5단계와 상기 제5단계에서 값이 최소치가 되는 MSCs가 투입되는 제6단계와 무효전력(Q)의 이득을 확보, 제어하는 제7단계를 포함하는 것을 특징으로 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00db94ef702403c766562024bf57b5b8a9fc3f884b28d6c663b34cda4f0337af33909d3d2af2c849848d28cec5e632217d36b39d1755a6f3ca,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf46a90d4e44069ac2f6a2e9e6cef659d28159b8aba9de34edd7f6e1b3f1317531f989b1d56fab439d1191180db77cef541ae3a262c573d593,33,필요 무효전력 평가방식을 이용한 하이브리드 STATCOM의 통합적 제어알고리즘,H02J 3/18,20200609,1020200065871,20201021,,20201015,1021683490000,등록,알고리즘
633,동명대학교산학협력단,20090529,1020090047421,"본 발명은 CDMA 업링크 채널에 CG 방법을 평면 스마트 안테나의 빔 형성 알고리즘(Beam Forming Algorithm)으로 사용가능하게 하는 평면 스마트 안테나에 CG 알고리즘을 적용하는 방법에 관한 것이다.  본 발명에 따르는 평면 스마트 안테나에 CG 알고리즘을 적용하는 방법은, M 개의 행과 N 개의 열로 구성된 평면 어레이를 갖는 안테나에 있어서, 상기 M행 N열의 평면 어레이를 1 개의 행과 M× N 개의 열로 이루어진 선형 어레이로 치환하여 CG(Conjugate Gradient) 알고리즘에 적용하여 웨이트 벡터를 얻는 것을 특징으로 한다.  스마트 안테나, 빔 형성, 평면, CG 알고리즘",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf7266106608557bacb6303c3d123131b53c6d2e5bdb18e01eb3dab9d893cd891bc02d45d133f31a91bbd0a05faf1994b52c02b7287ab60bafbd9,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfec969739b58a15423ef640494bb9365ecb69812da7d5ef9c2c8499f2eac52ca6e845bef40d6734d84e02cd2dd7b10d38540f6f3577489be5,34,평면 스마트 안테나에서 안테나 빔 형성을 위해 CG 알고리즘을 적용하는 방법,H01Q 21/00|H01Q 21/06|G06F 17/50,20101208,1020100128800,,,,,거절,알고리즘
